alpha,sharpe,turnover,fitness,returns,drawdown,margin,longCount,shortCount,weight,sub_univese,universe,delay,decay,neutralization,truncation,score,code
"if_else((ts_rank(fnd6_newa1v1300_ebitda, 99) - ts_rank(anl4_adjusted_netincome_ft, 99)), rank((ts_delta((operating_income / cap), 99) - ts_rank(anl4_adjusted_netincome_ft, 99))), rank((rank(ts_delta((operating_income / cap), 99)) - ts_rank(fnd6_newa1v1300_ebitda, 99))))",1.64,0.0584,1.26,0.0738,0.0599,0.002528,1341,1323,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,17.0,JaAR2xj
"if_else((ts_rank(fnd6_rea, 99) - ts_rank(anl4_adjusted_netincome_ft, 99)), rank((ts_delta((operating_income / cap), 99) - ts_rank(anl4_adjusted_netincome_ft, 99))), rank((rank(ts_delta((operating_income / cap), 99)) - ts_rank(fnd6_rea, 99))))",1.38,0.0612,1.05,0.0721,0.0741,0.002356,1192,1182,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-112.0,nGjkRmd
"if_else((ts_rank(fnd6_newqv1300_reunaq, 99) - ts_rank(anl4_adjusted_netincome_ft, 99)), rank((ts_delta((operating_income / cap), 99) - ts_rank(anl4_adjusted_netincome_ft, 99))), rank((rank(ts_delta((operating_income / cap), 99)) - ts_rank(fnd6_newqv1300_reunaq, 99))))",1.53,0.0665,1.16,0.0723,0.0635,0.002176,1319,1309,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-69.0,gNlqvLg
"if_else((ts_rank(mdl77_2pe_wt, 99) - ts_rank(anl4_adjusted_netincome_ft, 99)), rank((ts_delta((operating_income / cap), 99) - ts_rank(anl4_adjusted_netincome_ft, 99))), rank((rank(ts_delta((operating_income / cap), 99)) - ts_rank(mdl77_2pe_wt, 99))))",0.97,0.0628,0.54,0.0387,0.0406,0.001234,563,574,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-162.0,7P5qd82
"if_else((ts_rank(snt1_d1_earningstorpedo, 99) - ts_rank(anl4_adjusted_netincome_ft, 99)), rank((ts_delta((operating_income / cap), 99) - ts_rank(anl4_adjusted_netincome_ft, 99))), rank((rank(ts_delta((operating_income / cap), 99)) - ts_rank(snt1_d1_earningstorpedo, 99))))",1.39,0.0587,0.99,0.063,0.0521,0.002146,788,790,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-112.0,QRxrQ2M
"-(ts_backfill(zscore((goodwill / fnd6_cptmfmq_saleq)), 65) * rank(fn_accrued_liab_a))",1.34,0.0226,1.17,0.0959,0.0768,0.008473,806,514,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,53.0,66NWr3G
"if_else((ts_rank(ebitda, 99) - ts_rank(anl4_ptpr_flag, 99)), rank((ts_delta((operating_income / cap), 99) - ts_rank(anl4_ptpr_flag, 99))), rank((rank(ts_delta((operating_income / cap), 99)) - ts_rank(ebitda, 99))))",1.66,0.0608,1.35,0.0831,0.0623,0.002734,1341,1332,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,21.0,v7EnY8v
"if_else((ts_rank(ebitda, 99) - ts_rank(anl4_gric_flag, 99)), rank((ts_delta((operating_income / cap), 99) - ts_rank(anl4_gric_flag, 99))), rank((rank(ts_delta((operating_income / cap), 99)) - ts_rank(ebitda, 99))))",1.63,0.0603,1.31,0.0813,0.0663,0.002698,1345,1329,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-22.0,QRxrWx5
"-(ts_backfill(zscore((goodwill / fnd6_cptnewqv1300_saleq)), 65) * rank(fn_accrued_liab_a))",1.34,0.0226,1.17,0.0959,0.0768,0.008474,806,514,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,53.0,kp9AqmO
"if_else((ts_rank(ebitda, 99) - ts_rank(anl4_fcf_flag, 99)), rank((ts_delta((operating_income / cap), 99) - ts_rank(anl4_fcf_flag, 99))), rank((rank(ts_delta((operating_income / cap), 99)) - ts_rank(ebitda, 99))))",1.62,0.0602,1.27,0.077,0.0633,0.002558,1343,1330,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,21.0,Enj0dd0
"if_else((ts_rank(ebitda, 99) - ts_rank(anl4_ptp_flag, 99)), rank((ts_delta((operating_income / cap), 99) - ts_rank(anl4_ptp_flag, 99))), rank((rank(ts_delta((operating_income / cap), 99)) - ts_rank(ebitda, 99))))",1.79,0.0609,1.56,0.0945,0.0642,0.003105,1345,1329,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,24.0,ojbA1z6
"-(ts_backfill(zscore((goodwill / sales)), 65) * rank(fn_accrued_liab_curr_q))",1.28,0.0223,1.13,0.0982,0.0759,0.008792,717,446,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,53.0,Y3VnqVw
"if_else((ts_rank(ebitda, 99) - ts_rank(anl4_epsa_flag, 99)), rank((ts_delta((operating_income / cap), 99) - ts_rank(anl4_epsa_flag, 99))), rank((rank(ts_delta((operating_income / cap), 99)) - ts_rank(ebitda, 99))))",1.6,0.0607,1.31,0.0834,0.0679,0.00275,1345,1329,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-22.0,LovqOZv
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_a) + (rank(capex) + (rank((dividend / fnd6_newa1v1300_csho)) + rank(debt_st)))))",1.68,0.0355,1.79,0.1416,0.0786,0.007969,739,432,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,65.0,am0MLo5
"if_else((ts_rank(ebitda, 99) - ts_rank(anl4_netprofit_flag, 99)), rank((ts_delta((operating_income / cap), 99) - ts_rank(anl4_netprofit_flag, 99))), rank((rank(ts_delta((operating_income / cap), 99)) - ts_rank(ebitda, 99))))",1.59,0.0595,1.23,0.0748,0.0611,0.002514,1348,1325,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,17.0,am0MKrw
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_a) + (rank(capex) + (rank((dividend / mdl77_2valueanalystmodel_qva_yoychgshares)) + rank(debt_st)))))",1.71,0.0362,1.84,0.1441,0.074,0.00796,737,427,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,65.0,ojbAZOk
"if_else((ts_rank(ebitda, 99) - ts_rank(anl4_cff_flag, 99)), rank((ts_delta((operating_income / cap), 99) - ts_rank(anl4_cff_flag, 99))), rank((rank(ts_delta((operating_income / cap), 99)) - ts_rank(ebitda, 99))))",1.58,0.0612,1.23,0.0754,0.0689,0.002464,1343,1330,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-26.0,NEdqleL
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_a) + (rank(capex) + (rank((dividend / mdl77_ovalueanalystmodel_qva_yoychgshares)) + rank(debt_st)))))",1.71,0.0355,1.84,0.1443,0.0755,0.00812,738,428,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,65.0,QRxqoYW
"if_else((ts_rank(ebitda, 99) - ts_rank(anl4_ffo_flag, 99)), rank((ts_delta((operating_income / cap), 99) - ts_rank(anl4_ffo_flag, 99))), rank((rank(ts_delta((operating_income / cap), 99)) - ts_rank(ebitda, 99))))",1.62,0.0608,1.35,0.0867,0.0686,0.002851,1343,1330,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-108.0,VQrEgnY
"if_else((ts_rank(ebitda, 99) - ts_rank(anl4_fcfps_flag, 99)), rank((ts_delta((operating_income / cap), 99) - ts_rank(anl4_fcfps_flag, 99))), rank((rank(ts_delta((operating_income / cap), 99)) - ts_rank(ebitda, 99))))",1.71,0.061,1.41,0.0851,0.0626,0.002789,1342,1331,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,21.0,95eKg1e
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_a) + (rank(capex) + (rank((dividend / mdl77_valueanalystmodelqva_yoychgshares)) + rank(debt_st)))))",1.66,0.0355,1.76,0.1401,0.0793,0.007902,744,432,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,61.0,OdLkK51
"if_else((ts_rank(ebitda, 99) - ts_rank(anl4_tbve_ft, 99)), rank((ts_delta((operating_income / cap), 99) - ts_rank(anl4_tbve_ft, 99))), rank((rank(ts_delta((operating_income / cap), 99)) - ts_rank(ebitda, 99))))",1.63,0.0607,1.33,0.0831,0.0667,0.002738,1341,1333,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,21.0,kpwX0qz
"if_else((ts_rank(ebitda, 99) - ts_rank(anl4_netdebt_flag, 99)), rank((ts_delta((operating_income / cap), 99) - ts_rank(anl4_netdebt_flag, 99))), rank((rank(ts_delta((operating_income / cap), 99)) - ts_rank(ebitda, 99))))",1.66,0.0609,1.33,0.0801,0.068,0.002628,1342,1331,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,21.0,PLR63Zp
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_a) + (rank(capex) + (rank((fnd6_optdr / sharesout)) + rank(debt_st)))))",1.21,0.0415,1.13,0.1081,0.1019,0.005213,390,218,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,81.0,kpwXNOd
"if_else((ts_rank(ebitda, 99) - ts_rank(anl4_totassets_flag, 99)), rank((ts_delta((operating_income / cap), 99) - ts_rank(anl4_totassets_flag, 99))), rank((rank(ts_delta((operating_income / cap), 99)) - ts_rank(ebitda, 99))))",1.58,0.0613,1.24,0.0767,0.0661,0.002501,1346,1327,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-108.0,lwn2aK7
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_a) + (rank(capex) + (rank((mdl77_2deepvaluefactor_indidivy / sharesout)) + rank(debt_st)))))",1.7,0.0349,1.78,0.1378,0.075,0.00789,739,429,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,61.0,66W16ZK
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_curr_a) + (rank(capex) + (rank((dividend / sharesout)) + rank(debt_st)))))",1.62,0.0343,1.72,0.1406,0.0794,0.008193,704,410,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,61.0,VQrEWqM
"if_else((ts_rank(ebitda, 99) - ts_rank(anl4_adjusted_netincome_ft, 99)), rank((ts_delta((fnd7_ointfund_qpdbio / cap), 99) - ts_rank(anl4_adjusted_netincome_ft, 99))), rank((rank(ts_delta((fnd7_ointfund_qpdbio / cap), 99)) - ts_rank(ebitda, 99))))",1.26,0.0645,0.94,0.0699,0.0776,0.002168,1248,1233,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-154.0,ojbz5bJ
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_a) + (rank(capex) + (rank((mdl77_deepvaluefactor_indidivy / sharesout)) + rank(debt_st)))))",1.7,0.0345,1.79,0.1381,0.0753,0.008005,740,429,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,61.0,PLRldE7
"-(ts_backfill(zscore((fnd6_newa1v1300_gdwl / sales)), 65) * (rank(fn_accrued_liab_a) + (rank(capex) + (rank((dividend / sharesout)) + rank(debt_st)))))",1.23,0.0336,1.15,0.1095,0.0942,0.006515,761,429,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,100.0,MvE860r
"-(ts_backfill(zscore((fnd6_acqgdwl / sales)), 65) * (rank(fn_accrued_liab_a) + (rank(capex) + (rank((dividend / sharesout)) + rank(debt_st)))))",1.06,0.0442,1.2,0.1603,0.1364,0.007257,232,140,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-31.0,eMY2aAO
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_a) + (rank(capex) + (rank((dividend / sharesout)) + rank(fnd6_dlcch)))))",1.34,0.0312,1.38,0.1327,0.0869,0.00852,379,219,FAIL,FAIL,TOP3000,1,5,INDUSTRY,0.05,-67.0,95e6N39
"-(ts_backfill(zscore((fnd6_newqv1300_gdwlq / sales)), 65) * (rank(fn_accrued_liab_a) + (rank(capex) + (rank((dividend / sharesout)) + rank(debt_st)))))",1.66,0.0355,1.76,0.1401,0.0793,0.0079,744,432,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,61.0,LovlV8L
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_a) + (rank(capex) + (rank((dividend / sharesout)) + rank(fnd6_mfmq_dlcq)))))",1.57,0.0354,1.63,0.1344,0.0792,0.007591,745,433,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,61.0,8W0K7al
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_a) + (rank(capex) + (rank((dividend / sharesout)) + rank(fnd6_newa1v1300_dlc)))))",1.81,0.0268,1.97,0.1487,0.0662,0.011084,808,470,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,108.0,q2amzmA
"trade_when((rank(vec_sum(scl12_alltype_buzzvec)) > 0.95), -(zscore(snt_buzz) * vec_sum(scl12_alltype_buzzvec)), -1)",-2.07,0.2483,-2.34,-0.3172,1.5983,-0.002555,627,2032,FAIL,FAIL,TOP3000,1,5,INDUSTRY,0.05,-488.0,5KYKrK5
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_a) + (rank(capex) + (rank((dividend / sharesout)) + rank(fnd6_newqv1300_dlcq)))))",1.66,0.0355,1.76,0.1401,0.0793,0.0079,744,432,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,61.0,w7dJYYl
"trade_when((rank(vec_sum(scl12_alltype_buzzvec)) > 0.95), -(zscore(snt_buzz_bfl) * vec_sum(scl12_alltype_buzzvec)), -1)",-2.08,0.2496,-2.36,-0.3204,1.6147,-0.002568,642,2054,FAIL,FAIL,TOP3000,1,5,INDUSTRY,0.05,-502.0,EnxnQj9
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_a) * (rank(capex) * (rank((dividend / fnd6_newqv1300_cshoq)) + rank(debt_st)))))",1.17,0.037,0.91,0.0764,0.0585,0.004123,699,476,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,49.0,JaA5Jlm
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_a) * (rank(capex) * (rank((dividend / mdl77_2valueanalystmodel_qva_yoychgshares)) + rank(debt_st)))))",1.21,0.0371,0.96,0.0785,0.0571,0.004231,692,472,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,49.0,138n3mM
"trade_when((rank(vec_sum(scl12_alltype_buzzvec)) > 0.95), -(zscore(snt_social_volume) * vec_sum(scl12_alltype_buzzvec)), -1)",-0.23,0.0833,-0.08,-0.0143,0.1202,-0.000343,1557,1139,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,NE8d02L
"if_else((ts_rank(mdl77_2400_yen, 99) - ts_rank(anl4_adjusted_netincome_ft, 99)), rank((ts_delta((operating_income / cap), 99) - ts_rank(anl4_adjusted_netincome_ft, 99))), rank((rank(ts_delta((operating_income / cap), 99)) - ts_rank(mdl77_2400_yen, 99))))",1.57,0.062,1.12,0.0641,0.0674,0.002069,1183,1178,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-112.0,eMYAPeJ
"if_else((ts_rank(fscore_quality, 99) - ts_rank(anl4_adjusted_netincome_ft, 99)), rank((ts_delta((operating_income / cap), 99) - ts_rank(anl4_adjusted_netincome_ft, 99))), rank((rank(ts_delta((operating_income / cap), 99)) - ts_rank(fscore_quality, 99))))",0.53,0.1019,0.1,0.0045,0.0134,8.7e-05,23,23,FAIL,PASS,TOP3000,1,5,INDUSTRY,0.05,-42.0,v7Ea08a
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_a) * (rank(capex) * (rank((dividend / mdl77_ovalueanalystmodel_qva_yoychgshares)) + rank(debt_st)))))",1.2,0.0369,0.95,0.0779,0.0586,0.004227,693,473,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,49.0,66WaAp7
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_a) * (rank(capex) * (rank((dividend / mdl77_valueanalystmodel_qva_yoychgshares)) + rank(debt_st)))))",1.21,0.0371,0.96,0.0785,0.0571,0.004231,692,472,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,49.0,ojb3o6b
"if_else((ts_rank(fnd6_cptnewqv1300_req, 99) - ts_rank(anl4_adjusted_netincome_ft, 99)), rank((ts_delta((operating_income / cap), 99) - ts_rank(anl4_adjusted_netincome_ft, 99))), rank((rank(ts_delta((operating_income / cap), 99)) - ts_rank(fnd6_cptnewqv1300_req, 99))))",1.47,0.0668,1.09,0.0685,0.0604,0.002051,1346,1338,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-112.0,XZ3XnEa
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_a) * (rank(anl4_capex_mean) * (rank((dividend / sharesout)) + rank(debt_st)))))",1.07,0.035,0.78,0.0667,0.0549,0.003811,646,466,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,2.0,95ea5Go
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_a) * (rank(anl4_capex_std) * (rank((dividend / sharesout)) + rank(debt_st)))))",1.04,0.0572,0.84,0.0815,0.1088,0.002853,220,164,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,63.0,66Wa6Lp
"if_else((ts_rank(fnd6_newa1v1300_ebitda, 99) - ts_rank(anl4_adjusted_netincome_ft, 99)), rank((ts_delta((operating_income / cap), 99) - ts_rank(anl4_adjusted_netincome_ft, 99))), rank((rank(ts_delta((operating_income / cap), 99)) - ts_rank(fnd6_newa1v1300_ebitda, 99))))",1.64,0.0584,1.26,0.0738,0.0599,0.002528,1341,1323,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,17.0,JaAR2xj
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_a) * (rank(anl4_capex_high) * (rank((dividend / sharesout)) + rank(debt_st)))))",1.1,0.0351,0.81,0.0683,0.0551,0.003893,645,466,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,2.0,PLRneEp
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_a) * (rank(anl4_median_capexp) * (rank((dividend / sharesout)) + rank(debt_st)))))",1.07,0.035,0.78,0.0669,0.0551,0.003822,646,466,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,2.0,ZV8jZ23
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_a) * (rank(anl4_capex_value) * (rank((dividend / sharesout)) + rank(debt_st)))))",0.81,0.0411,0.54,0.0554,0.0658,0.002695,469,355,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-16.0,XZ3kqxX
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_a) * (rank(anl4_capex_number) * (rank((dividend / sharesout)) + rank(debt_st)))))",1.13,0.0388,0.84,0.0686,0.0569,0.003539,643,468,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,31.0,Y3VNgXW
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_a) * (rank(fnd6_newa1v1300_capx) * (rank((dividend / sharesout)) + rank(debt_st)))))",1.22,0.0367,0.97,0.079,0.0504,0.004309,696,476,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,49.0,7P5x3Wv
"-(ts_backfill(zscore((goodwill / fnd6_cptnewqv1300_saleq)), 65) * (rank(fn_accrued_liab_a) * (rank(capex) * (rank((dividend / sharesout)) + rank(debt_st)))))",1.18,0.0367,0.93,0.0769,0.0591,0.004194,699,476,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,49.0,Mv2jkPL
"if_else((ts_rank(ebitda, 99) - ts_rank(anl4_adjusted_netincome_ft, 99)), rank((ts_delta((fnd6_cptnewqv1300_oibdpq / cap), 99) - ts_rank(anl4_adjusted_netincome_ft, 99))), rank((rank(ts_delta((fnd6_cptnewqv1300_oibdpq / cap), 99)) - ts_rank(ebitda, 99))))",1.48,0.0679,1.13,0.0723,0.0633,0.002128,1251,1233,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-154.0,lwnrLE2
"if_else((ts_rank(ebitda, 99) - ts_rank(anl4_adjusted_netincome_ft, 99)), rank((ts_delta((fnd6_cptnewqv1300_oiadpq / cap), 99) - ts_rank(anl4_adjusted_netincome_ft, 99))), rank((rank(ts_delta((fnd6_cptnewqv1300_oiadpq / cap), 99)) - ts_rank(ebitda, 99))))",1.65,0.0584,1.27,0.0742,0.0599,0.002542,1345,1328,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,17.0,XZ31jNm
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_a) * (rank(capex) * (rank((anl69_dvd_declared_dt / sharesout)) + rank(debt_st)))))",1.17,0.0343,0.91,0.0748,0.0584,0.004368,704,472,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,2.0,gN0kW7g
"if_else((ts_rank(ebitda, 99) - ts_rank(anl4_adjusted_netincome_ft, 99)), rank((ts_delta((fnd6_newa2v1300_oibdp / cap), 99) - ts_rank(anl4_adjusted_netincome_ft, 99))), rank((rank(ts_delta((fnd6_newa2v1300_oibdp / cap), 99)) - ts_rank(ebitda, 99))))",0.5,0.0635,0.27,0.0354,0.135,0.001116,1351,1317,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-205.0,EnjkYwR
"if_else((ts_rank(ebitda, 99) - ts_rank(anl4_adjusted_netincome_ft, 99)), rank((ts_delta((fnd6_newa2v1300_oiadp / cap), 99) - ts_rank(anl4_adjusted_netincome_ft, 99))), rank((rank(ts_delta((fnd6_newa2v1300_oiadp / cap), 99)) - ts_rank(ebitda, 99))))",0.69,0.0618,0.4,0.0425,0.104,0.001374,1364,1326,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-162.0,Enjka6r
"if_else((ts_rank(ebitda, 99) - ts_rank(anl4_adjusted_netincome_ft, 99)), rank((ts_delta((fnd7_ointfund_rqpdbio / cap), 99) - ts_rank(anl4_adjusted_netincome_ft, 99))), rank((rank(ts_delta((fnd7_ointfund_rqpdbio / cap), 99)) - ts_rank(ebitda, 99))))",0.0,0.0,,0.0,0.0,0.0,0,0,FAIL,ERROR,TOP3000,1,5,INDUSTRY,0.05,,ZV8r0ZZ
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_a) * (rank(capex) * (rank((anl69_eqy_dvd_ex_flag / sharesout)) + rank(debt_st)))))",1.27,0.0343,1.03,0.0818,0.0559,0.004775,693,483,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,49.0,MvEk0Ko
"if_else((ts_rank(ebitda, 99) - ts_rank(anl4_adjusted_netincome_ft, 99)), rank((ts_delta((fnd7_ointfund_qpdbio / cap), 99) - ts_rank(anl4_adjusted_netincome_ft, 99))), rank((rank(ts_delta((fnd7_ointfund_qpdbio / cap), 99)) - ts_rank(ebitda, 99))))",1.26,0.0645,0.94,0.0699,0.0776,0.002168,1248,1233,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-154.0,ojbz5bJ
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_a) * (rank(capex) * (rank((anl69_ycnrc_dvd / sharesout)) + rank(debt_st)))))",1.19,0.034,0.94,0.0784,0.0645,0.004612,697,479,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,49.0,PLRvbgJ
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_a) * (rank(capex) * (rank((anl69_td_xe_dvd / sharesout)) + rank(debt_st)))))",1.17,0.0343,0.91,0.0749,0.0585,0.00437,704,472,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,2.0,8W0Lm1a
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_a) * (rank(capex) * (rank((fnd6_optdr / sharesout)) + rank(debt_st)))))",0.9,0.0425,0.67,0.069,0.0929,0.003245,371,236,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,31.0,ojbY2g5
"trade_when((rank(vec_sum(scl12_alltype_buzzvec)) > 0.95), -(zscore(snt_buzz) * vec_sum(scl12_alltype_buzzvec)), -1)",-2.07,0.2483,-2.34,-0.3172,1.5983,-0.002555,627,2032,FAIL,FAIL,TOP3000,1,5,INDUSTRY,0.05,-488.0,5KYKrK5
"trade_when((rank(vec_sum(scl12_alltype_buzzvec)) > 0.95), -(zscore(snt_buzz_bfl) * vec_sum(scl12_alltype_buzzvec)), -1)",-2.08,0.2496,-2.36,-0.3204,1.6147,-0.002568,642,2054,FAIL,FAIL,TOP3000,1,5,INDUSTRY,0.05,-502.0,EnxnQj9
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_a) * (rank(capex) * (rank((mdl77_deepvaluefactor_indidivy / sharesout)) + rank(debt_st)))))",1.27,0.0343,1.03,0.0815,0.0542,0.004749,689,480,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,49.0,b0m9vLN
"trade_when((rank(vec_sum(scl12_alltype_buzzvec)) > 0.95), -(zscore(snt_buzz_ret) * vec_sum(scl12_alltype_buzzvec)), -1)",0.06,0.1225,0.01,0.0068,0.3349,0.000111,532,2127,FAIL,PASS,TOP3000,1,5,INDUSTRY,0.05,,RxvQ3Nb
"trade_when((rank(vec_sum(scl12_alltype_buzzvec)) > 0.95), -(zscore(snt_social_volume) * vec_sum(scl12_alltype_buzzvec)), -1)",-0.23,0.0833,-0.08,-0.0143,0.1202,-0.000343,1557,1139,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,NE8d02L
"-(ts_backfill(zscore((goodwill / sales)), 65) * (rank(fn_accrued_liab_q) * (rank(capex) * (rank((dividend / sharesout)) + rank(debt_st)))))",1.21,0.0365,0.99,0.0845,0.0598,0.004626,664,443,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,6.0,pbpYQ2x
"if_else((ts_rank(snt1_d1_earningssurprise, 99) - ts_rank(anl4_adjusted_netincome_ft, 99)), rank((ts_delta((operating_income / cap), 99) - ts_rank(anl4_adjusted_netincome_ft, 99))), rank((rank(ts_delta((operating_income / cap), 99)) - ts_rank(snt1_d1_earningssurprise, 99))))",1.3,0.0584,0.9,0.0598,0.0559,0.002047,795,799,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-154.0,5KmRPXM
"if_else((ts_rank(mdl77_2400_yen, 99) - ts_rank(anl4_adjusted_netincome_ft, 99)), rank((ts_delta((operating_income / cap), 99) - ts_rank(anl4_adjusted_netincome_ft, 99))), rank((rank(ts_delta((operating_income / cap), 99)) - ts_rank(mdl77_2400_yen, 99))))",1.57,0.062,1.12,0.0641,0.0674,0.002069,1183,1178,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-112.0,eMYAPeJ
"if_else((ts_rank(retained_earnings, 99) - ts_rank(anl4_adjusted_netincome_ft, 99)), rank((ts_delta((operating_income / cap), 99) - ts_rank(anl4_adjusted_netincome_ft, 99))), rank((rank(ts_delta((operating_income / cap), 99)) - ts_rank(retained_earnings, 99))))",1.47,0.0668,1.09,0.0685,0.0604,0.002051,1346,1338,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-112.0,OdL92xY
